"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000245552",67.2093321506274,-1.26105120340962,0.190474604181206,-6.62057395436262,3.5780685032883e-11,1.02293888811976e-09,"LOC100129203"
"ENSG00000111678",654.19985412413,-1.1966361186995,0.180781828558725,-6.61922787394962,3.61079878901627e-11,1.03086045538438e-09,"C12orf57"
"ENSG00000146250",9.63264901920386,-3.43964700557963,0.519875101760621,-6.61629494070949,3.6831317570548e-11,1.04569357644625e-09,"PRSS35"
"ENSG00000036565",6.60036563188763,-2.56131944712764,0.388163497061186,-6.59855825320922,4.151753476715e-11,1.16904037882756e-09,"SLC18A1"
"ENSG00000112782",118.678721540002,-1.45070228649825,0.220146994746741,-6.58969834299645,4.40721102396666e-11,1.23588552853775e-09,"CLIC5"
"ENSG00000271856",387.578644196204,-1.25290407864244,0.192218743405095,-6.51811606114805,7.11958978484756e-11,1.90291431658289e-09,"LINC01215"
"ENSG00000236609",120.114704806573,-1.39457487280344,0.214011755979171,-6.51634704095026,7.2040197491602e-11,1.92297676711328e-09,"ZNF853"
"ENSG00000177721",323.603619529432,-1.24913714471311,0.19234388026845,-6.49429107372544,8.34253148469586e-11,2.19829452870798e-09,"ANXA2R"
"ENSG00000148848",50.2834779167504,-1.83087421594079,0.283435264129716,-6.45958512453441,1.04990415194082e-10,2.70406305230729e-09,"ADAM12"
"ENSG00000115687",824.726080901219,-1.61324879829369,0.250561907743862,-6.43852376771827,1.20641071816042e-10,3.04225955917431e-09,"PASK"
"ENSG00000119147",8.29258836397689,-2.68133293688122,0.417703917965991,-6.41921902465738,1.36975217631225e-10,3.42054780087124e-09,"ECRG4"
"ENSG00000127995",702.139933386587,-1.07940532549667,0.168317850728745,-6.41289869626602,1.42778402335788e-10,3.54390842170100e-09,"CASD1"
"ENSG00000184613",1233.6212068885,-2.10836449756961,0.331231331949288,-6.36523267639549,1.94993910272153e-10,4.72009433509019e-09,"NELL2"
"ENSG00000141040",127.808181303308,-1.268990733027,0.199864181307018,-6.34926540978175,2.16345500913862e-10,5.18799544072294e-09,"ZNF287"
"ENSG00000168280",176.921983532652,-1.62142347840156,0.257368356685581,-6.30001100089553,2.97624520211394e-10,6.91884317823249e-09,"KIF5C"
"ENSG00000204387",283.458248771848,-2.60303223784893,0.413667115399916,-6.29257714946093,3.12238053087145e-10,7.19339002886626e-09,"SNHG32"
"ENSG00000151692",809.733263173021,-1.07500186528702,0.170987842861453,-6.2870075866041,3.23643566568041e-10,7.40627813928894e-09,"RNF144A"
"ENSG00000276776",1484.48772644715,-1.59846856029395,0.25454106499712,-6.27980620852683,3.38995308078687e-10,7.72314837839201e-09,"TC2N"
"ENSG00000213213",14.1452000761742,-1.2680695238073,0.202495404203741,-6.26221384526553,3.79549947136232e-10,8.49620694096557e-09,"CCDC183"
"ENSG00000186020",432.385846859875,-1.11305760476301,0.177911110310254,-6.25625686232849,3.94327088133855e-10,8.7816116689417e-09,"ZNF529"
"ENSG00000187607",381.029667206336,-1.16300776735865,0.186725176962633,-6.22844645953334,4.71083020190102e-10,1.03421616635746e-08,"ZNF286A"
"ENSG00000105088",142.229723564238,-1.51786639027713,0.244289815617862,-6.21338383034148,5.1855573001103e-10,1.1252001553844e-08,"OLFM2"
"ENSG00000253522",53.1060705175084,-1.42647892104939,0.22971899549697,-6.20966898259052,5.30963261179863e-10,1.14727188023569e-08,"MIR3142HG"
"ENSG00000183918",1074.9011675342,-1.64475851466317,0.264900664620776,-6.20896333732404,5.33352629555762e-10,1.15122286297488e-08,"SH2D1A"
"ENSG00000237550",352.362812167529,-1.38165588150438,0.222819562935516,-6.20078355464792,5.61827369322914e-10,1.2063420931058e-08,"RPL9P8"
"ENSG00000215475",2.69548449685337,-2.81307487297145,0.454439384943509,-6.19020922519984,6.00844086731593e-10,1.2780856547502e-08,"SIAH3"
"ENSG00000111716",8676.23787743078,-1.00829026412197,0.163037247696925,-6.18441661868773,6.23325488440987e-10,1.32179775839134e-08,"LDHB"
"ENSG00000049246",212.516321297153,-1.34773903702896,0.218175760367064,-6.17730876593023,6.52034790454139e-10,1.37415997368091e-08,"PER3"
"ENSG00000124374",181.275169724622,-1.2473008225274,0.202400709137634,-6.16253187966464,7.15909118894682e-10,1.50260393492343e-08,"PAIP2B"
"ENSG00000079335",949.080398370534,-1.02127360358145,0.16583277987536,-6.15845434388206,7.34583549182353e-10,1.53865270551696e-08,"CDC14A"
"ENSG00000158050",252.488820200313,-1.44652189258488,0.234954984711236,-6.15659163121259,7.43271777128602e-10,1.5552639927746e-08,"DUSP2"
"ENSG00000169740",344.110614932568,-1.1589391805645,0.188354600682485,-6.15296454859711,7.60478095625817e-10,1.58641604358853e-08,"ZNF32"
"ENSG00000234078",43.0896180411367,-1.78371952026865,0.290431234697208,-6.1416242716741,8.16818843837644e-10,1.6936202431773e-08,"DDR1"
"ENSG00000142173",362.874870265759,-1.6225601320921,0.26482537186123,-6.1269058953397,8.96044313249178e-10,1.84484469589427e-08,"COL6A2"
"ENSG00000166707",59.8167456886887,-1.06822382874058,0.174493341208101,-6.12186013142253,9.24891965971989e-10,1.8985257385507e-08,"ZCCHC18"
"ENSG00000255150",76.1795104948381,-1.29646492880466,0.212002942511103,-6.11531572839734,9.63659787619454e-10,1.9702235518391e-08,"EID3"
"ENSG00000213626",5166.96023929108,-1.339395240256,0.219611162659766,-6.09893970795582,1.06774330611084e-09,2.16362950094149e-08,"LBH"
"ENSG00000047634",166.842187599391,-1.31372687211303,0.215918800880484,-6.08435609477198,1.16960397398846e-09,2.34025808206846e-08,"SCML1"
"ENSG00000120896",500.705131127989,-1.30603851225693,0.214650435953077,-6.08449037831181,1.16862419699894e-09,2.34025808206846e-08,"SORBS3"
"ENSG00000198105",299.130339607799,-1.10629957692311,0.182928614064961,-6.04771201366152,1.46917265284999e-09,2.85436086409665e-08,"ZNF248"
"ENSG00000161551",94.4626693716499,-1.31134520630914,0.216979378226406,-6.04363980129406,1.50675697087545e-09,2.91509899539682e-08,"ZNF577"
"ENSG00000221983",25983.9588882483,-1.45653277504958,0.241311611643048,-6.03590007597358,1.58079055127723e-09,3.02412746002495e-08,"UBA52"
"ENSG00000182700",309.286976608293,-1.23695050344332,0.205595133216917,-6.01643863883808,1.78296038010632e-09,3.35769061673784e-08,"IGIP"
"ENSG00000137070",517.384026885525,-1.2365255902341,0.205710476718808,-6.01099958522941,1.84382877829396e-09,3.45962279086289e-08,"IL11RA"
"ENSG00000211785",58.0338096098365,-1.77347177326604,0.295090554112729,-6.00992389810128,1.85610434266792e-09,3.47947523670724e-08,"TRAV12-1"
"ENSG00000141293",1430.19464680551,-1.5251363608372,0.253898816278096,-6.00686676367451,1.89142821277644e-09,3.54245866091807e-08,"SKAP1"
"ENSG00000185101",431.381244048746,-1.36220057550616,0.227290904693682,-5.99320319192705,2.05747509284596e-09,3.82899285864452e-08,"ANO9"
